date,symbol,marketcapname,sector
02-01-2023,APOLLO,Smallcap,I.T
02-01-2023,TECHNOE,Smallcap,Realty
02-01-2023,PONNIERODE,Smallcap,FMCG
02-01-2023,JSL,Midcap,Metals
02-01-2023,TWL,Smallcap,FMCG
02-01-2023,JSLHISAR,Midcap,Metals
03-01-2023,LAMBODHARA,Smallcap,Textiles
03-01-2023,MOLDTECH,Smallcap,Industrials
03-01-2023,APOLLO,Smallcap,I.T
03-01-2023,SANGHVIMOV,Smallcap,FMCG
03-01-2023,TECHNOE,Smallcap,Realty
03-01-2023,JSL,Midcap,Metals
03-01-2023,TWL,Smallcap,FMCG
04-01-2023,LAMBODHARA,Smallcap,Textiles
04-01-2023,SALZERELEC,Smallcap,FMCG
04-01-2023,SHRIPISTON,Smallcap,Auto
04-01-2023,APOLLO,Smallcap,I.T
04-01-2023,TECHNOE,Smallcap,Realty
04-01-2023,TVSELECT,Smallcap,I.T
05-01-2023,LAMBODHARA,Smallcap,Textiles
05-01-2023,GRPLTD,Smallcap,FMCG
05-01-2023,TVSSRICHAK,Smallcap,Auto
05-01-2023,SHRIPISTON,Smallcap,Auto
05-01-2023,MOLDTECH,Smallcap,Industrials
05-01-2023,APOLLO,Smallcap,I.T
05-01-2023,TECHNOE,Smallcap,Realty
05-01-2023,TVSELECT,Smallcap,I.T
06-01-2023,LAMBODHARA,Smallcap,Textiles
06-01-2023,GRPLTD,Smallcap,FMCG
06-01-2023,TVSSRICHAK,Smallcap,Auto
06-01-2023,SALZERELEC,Smallcap,FMCG
06-01-2023,TECHNOE,Smallcap,Realty
06-01-2023,TVSELECT,Smallcap,I.T
09-01-2023,SAKSOFT,Smallcap,I.T
09-01-2023,LAMBODHARA,Smallcap,Textiles
09-01-2023,AUTOAXLES,Smallcap,Auto
09-01-2023,SALZERELEC,Smallcap,FMCG
09-01-2023,TECHNOE,Smallcap,Realty
09-01-2023,TVSELECT,Smallcap,I.T
10-01-2023,LAMBODHARA,Smallcap,Textiles
11-01-2023,SALZERELEC,Smallcap,FMCG
11-01-2023,STERTOOLS,Smallcap,Industrials
11-01-2023,MAANALU,Smallcap,Metals
12-01-2023,AUTOAXLES,Smallcap,Auto
12-01-2023,GRPLTD,Smallcap,FMCG
12-01-2023,STERTOOLS,Smallcap,Industrials
12-01-2023,DSSL,Smallcap,I.T
13-01-2023,SUNFLAG,Smallcap,Metals
13-01-2023,STERTOOLS,Smallcap,Industrials
13-01-2023,DSSL,Smallcap,I.T
13-01-2023,MAHINDCIE,Midcap,Industrials
16-01-2023,SUNFLAG,Smallcap,Metals
16-01-2023,DSSL,Smallcap,I.T
16-01-2023,MAHINDCIE,Midcap,Industrials
17-01-2023,MAANALU,Smallcap,Metals
18-01-2023,MAANALU,Smallcap,Metals
19-01-2023,HISARMETAL,Smallcap,Metals
19-01-2023,USHAMART,Midcap,Metals
20-01-2023,HISARMETAL,Smallcap,Metals
20-01-2023,USHAMART,Midcap,Metals
23-01-2023,DSSL,Smallcap,I.T
23-01-2023,MANAKSIA,Smallcap,Metals
24-01-2023,DSSL,Smallcap,I.T
24-01-2023,MANAKSIA,Smallcap,Metals
24-01-2023,GRAVITA,Smallcap,Metals
25-01-2023,DSSL,Smallcap,I.T
25-01-2023,MANAKSIA,Smallcap,Metals
25-01-2023,GRAVITA,Smallcap,Metals
27-01-2023,DSSL,Smallcap,I.T
30-01-2023,AUTOAXLES,Smallcap,Auto
30-01-2023,RATNAMANI,Midcap,Metals
30-01-2023,GRAVITA,Smallcap,Metals
31-01-2023,AUTOAXLES,Smallcap,Auto
31-01-2023,RATNAMANI,Midcap,Metals
31-01-2023,MANAKSIA,Smallcap,Metals
01-02-2023,JINDALSAW,Smallcap,Metals
01-02-2023,AUTOAXLES,Smallcap,Auto
01-02-2023,SKMEGGPROD,Smallcap,FMCG
01-02-2023,MANAKSIA,Smallcap,Metals
02-02-2023,BLUESTARCO,Midcap,FMCG
02-02-2023,JINDALSAW,Smallcap,Metals
02-02-2023,AUTOAXLES,Smallcap,Auto
02-02-2023,SKMEGGPROD,Smallcap,FMCG
02-02-2023,APARINDS,Midcap,FMCG
02-02-2023,MANAKSIA,Smallcap,Metals
03-02-2023,BLUESTARCO,Midcap,FMCG
03-02-2023,AUTOAXLES,Smallcap,Auto
03-02-2023,SKMEGGPROD,Smallcap,FMCG
03-02-2023,MOLDTECH,Smallcap,Industrials
03-02-2023,MANAKSIA,Smallcap,Metals
06-02-2023,BLUESTARCO,Midcap,FMCG
06-02-2023,JINDALSAW,Smallcap,Metals
06-02-2023,UNIENTER,Smallcap,Services
06-02-2023,GRPLTD,Smallcap,FMCG
06-02-2023,MOLDTECH,Smallcap,Industrials
06-02-2023,CERA,Midcap,Industrials
06-02-2023,M&MFIN,Largecap,Finance
06-02-2023,WONDERLA,Smallcap,Media
07-02-2023,BLUESTARCO,Midcap,FMCG
07-02-2023,UNIENTER,Smallcap,Services
07-02-2023,GRPLTD,Smallcap,FMCG
07-02-2023,SKMEGGPROD,Smallcap,FMCG
07-02-2023,MOLDTECH,Smallcap,Industrials
07-02-2023,APARINDS,Midcap,FMCG
07-02-2023,CERA,Midcap,Industrials
07-02-2023,M&MFIN,Largecap,Finance
07-02-2023,ACE,Smallcap,FMCG
07-02-2023,WONDERLA,Smallcap,Media
08-02-2023,JINDALSAW,Smallcap,Metals
08-02-2023,UNIENTER,Smallcap,Services
08-02-2023,GRPLTD,Smallcap,FMCG
08-02-2023,SKMEGGPROD,Smallcap,FMCG
08-02-2023,MOLDTECH,Smallcap,Industrials
08-02-2023,APARINDS,Midcap,FMCG
08-02-2023,RML,Smallcap,Auto
08-02-2023,M&MFIN,Largecap,Finance
08-02-2023,ACE,Smallcap,FMCG
08-02-2023,BFINVEST,Smallcap,Finance
08-02-2023,WONDERLA,Smallcap,Media
09-02-2023,SUNFLAG,Smallcap,Metals
09-02-2023,CUMMINSIND,Largecap,FMCG
09-02-2023,GRPLTD,Smallcap,FMCG
09-02-2023,SKMEGGPROD,Smallcap,FMCG
09-02-2023,CERA,Midcap,Industrials
09-02-2023,M&MFIN,Largecap,Finance
09-02-2023,ACE,Smallcap,FMCG
09-02-2023,BFINVEST,Smallcap,Finance
09-02-2023,CIGNITITEC,Smallcap,I.T
09-02-2023,WONDERLA,Smallcap,Media
10-02-2023,UNIENTER,Smallcap,Services
10-02-2023,CUMMINSIND,Largecap,FMCG
10-02-2023,SKMEGGPROD,Smallcap,FMCG
10-02-2023,MOLDTECH,Smallcap,Industrials
10-02-2023,HGINFRA,Smallcap,Realty
10-02-2023,CERA,Midcap,Industrials
10-02-2023,RML,Smallcap,Auto
10-02-2023,BFINVEST,Smallcap,Finance
10-02-2023,CIGNITITEC,Smallcap,I.T
13-02-2023,CUMMINSIND,Largecap,FMCG
13-02-2023,HGINFRA,Smallcap,Realty
13-02-2023,CERA,Midcap,Industrials
13-02-2023,RML,Smallcap,Auto
13-02-2023,TIIL,Smallcap,Metals
13-02-2023,CIGNITITEC,Smallcap,I.T
14-02-2023,FINCABLES,Midcap,Industrials
14-02-2023,HGINFRA,Smallcap,Realty
14-02-2023,CIGNITITEC,Smallcap,I.T
14-02-2023,WONDERLA,Smallcap,Media
15-02-2023,FINCABLES,Midcap,Industrials
15-02-2023,SIEMENS,Largecap,FMCG
15-02-2023,TIIL,Smallcap,Metals
15-02-2023,APLAPOLLO,Largecap,Metals
16-02-2023,FINCABLES,Midcap,Industrials
16-02-2023,LINC,Smallcap,Miscellaneous
16-02-2023,TIIL,Smallcap,Metals
16-02-2023,APLAPOLLO,Largecap,Metals
17-02-2023,FINCABLES,Midcap,Industrials
17-02-2023,BANSWRAS,Smallcap,Textiles
17-02-2023,APLAPOLLO,Largecap,Metals
